shapeId,shapeType,shapeLabel,pointId,pointX,pointY,source
0,point,,0,1250.8999999999999,783.3,
1,point,,0,1304.8,735,
2,point,,0,1323,730.8,
3,point,,0,1418.8999999999999,709.8,
4,point,,0,1444.8,707.6999999999999,
5,point,,0,1539.3,706.3,
6,point,,0,1556.8,706.3,
7,point,,0,1645.6999999999998,800.0999999999999,
8,point,,0,1631,735.6999999999999,
9,point,,0,1631,716.0999999999999,
10,point,,0,1633.8,662.9,
11,point,,0,1570.1,604.0999999999999,
12,point,,0,1593.8999999999999,627.9,
13,point,,0,1600.1999999999998,566.3,
14,point,,0,1631.6999999999998,566.3,
15,point,,0,1719.8999999999999,578.8999999999999,
16,point,,0,1738.8,578.1999999999999,
17,point,,0,1791.3,574,
18,point,,0,1791.3,555.8,
19,point,,0,1731.8,553.6999999999999,
20,point,,0,1687.6999999999998,553.6999999999999,
21,point,,0,1670.8999999999999,553.6999999999999,
22,point,,0,1603,489.29999999999995,
23,point,,0,1603,473.8999999999999,
24,point,,0,1645.6999999999998,462.69999999999993,
25,point,,0,1645.6999999999998,443.79999999999995,
26,point,,0,1598.8,371.69999999999993,
27,point,,0,1631,380.09999999999997,
28,point,,0,1633.1,345.09999999999997,
29,point,,0,1698.1999999999998,282.80000000000007,
30,point,,0,1705.1999999999998,195.30000000000007,
31,point,,0,1686.3,200.89999999999998,
32,point,,0,1593.8999999999999,231.70000000000005,
33,point,,0,1572.8999999999999,238.70000000000005,
34,point,,0,1530.8999999999999,303.1,
35,point,,0,1549.1,305.9,
36,point,,0,1481.1999999999998,258.30000000000007,
37,point,,0,1456.6999999999998,259.70000000000005,
38,point,,0,1481.1999999999998,301.70000000000005,
39,point,,0,1399.3,328.29999999999995,
40,point,,0,1360.8,273.70000000000005,
41,point,,0,1365.6999999999998,303.79999999999995,
42,point,,0,1309.6999999999998,247.10000000000002,
43,point,,0,1276.1,237.30000000000007,
44,point,,0,1276.1,217.70000000000005,
45,point,,0,1229.8999999999999,287.70000000000005,
46,point,,0,1280.3,347.19999999999993,
47,point,,0,1280.3,366.79999999999995,
48,point,,0,1313.1999999999998,364.69999999999993,
49,point,,0,1313.1999999999998,350.69999999999993,
50,point,,0,1274.6999999999998,466.8999999999999,
51,point,,0,1276.1,492.09999999999997,
52,point,,0,1311.1,492.79999999999995,
53,point,,0,1311.1,471.79999999999995,
54,point,,0,1241.1,560,
55,point,,0,1308.3,567.6999999999999,
56,point,,0,1336.3,604.0999999999999,
57,point,,0,1278.1999999999998,630.6999999999999,
58,point,,0,1313.1999999999998,627.9,
59,point,,0,1220.1,644,
