shapeId,shapeType,shapeLabel,pointId,pointX,pointY,source
0,point,,0,1498.6999999999998,534.0999999999999,
1,point,,0,1528.1,534.0999999999999,
2,point,,0,1498.6999999999998,457.79999999999995,
3,point,,0,1528.1,468.29999999999995,
4,point,,0,1495.8999999999999,371,
5,point,,0,1526.6999999999998,373.1,
6,point,,0,1596.6999999999998,557.8999999999999,
7,point,,0,1551.1999999999998,340.9,
