shapeId,shapeType,shapeLabel,pointId,pointX,pointY,source
0,point,,0,296.09999999999997,751.0999999999999,p3.csv
1,point,,0,296.79999999999995,739.9,p3.csv
2,point,,0,301.7,728.6999999999999,p3.csv
3,point,,0,312.9,721,p3.csv
4,point,,0,326.9,711.9,p3.csv
5,point,,0,338.79999999999995,704.1999999999999,p3.csv
6,point,,0,338.79999999999995,704.1999999999999,p3.csv
7,point,,0,338.79999999999995,693.6999999999999,p3.csv
8,point,,0,338.79999999999995,681.8,p3.csv
9,point,,0,338.79999999999995,671.3,p3.csv
10,point,,0,340.2,655.9,p3.csv
11,point,,0,340.2,646.0999999999999,p3.csv
12,point,,0,340.2,632.8,p3.csv
13,point,,0,340.2,622.3,p3.csv
14,point,,0,340.2,611.0999999999999,p3.csv
15,point,,0,340.2,599.9,p3.csv
16,point,,0,340.9,585.9,p3.csv
17,point,,0,340.2,574,p3.csv
18,point,,0,340.2,562.0999999999999,p3.csv
19,point,,0,340.2,548.8,p3.csv
20,point,,0,340.2,539,p3.csv
21,point,,0,340.9,527.0999999999999,p3.csv
22,point,,0,340.9,515.8999999999999,p3.csv
23,point,,0,340.9,504.69999999999993,p3.csv
24,point,,0,340.9,494.19999999999993,p3.csv
25,point,,0,340.9,482.99999999999994,p3.csv
26,point,,0,340.9,473.19999999999993,p3.csv
27,point,,0,340.2,461.29999999999995,p3.csv
28,point,,0,340.9,450.79999999999995,p3.csv
29,point,,0,342.29999999999995,440.99999999999994,p3.csv
30,point,,0,343.7,429.79999999999995,p3.csv
31,point,,0,340.9,417.8999999999999,p3.csv
32,point,,0,342.29999999999995,405.29999999999995,p3.csv
33,point,,0,342.29999999999995,394.09999999999997,p3.csv
34,point,,0,342.29999999999995,380.79999999999995,p3.csv
35,point,,0,342.29999999999995,370.29999999999995,p3.csv
36,point,,0,343,361.19999999999993,p3.csv
37,point,,0,342.29999999999995,349.99999999999994,p3.csv
38,point,,0,343,338.79999999999995,p3.csv
39,point,,0,343.7,326.9,p3.csv
40,point,,0,343.7,315.70000000000005,p3.csv
41,point,,0,343,303.80000000000007,p3.csv
42,point,,0,342.29999999999995,289.1,p3.csv
43,point,,0,342.29999999999995,275.80000000000007,p3.csv
44,point,,0,342.29999999999995,265.30000000000007,p3.csv
45,point,,0,342.29999999999995,254.10000000000002,p3.csv
46,point,,0,343,240.80000000000007,p3.csv
47,point,,0,342.29999999999995,231,p3.csv
48,point,,0,354.2,289.80000000000007,p3.csv
49,point,,0,366.79999999999995,289.80000000000007,p3.csv
50,point,,0,378,291.20000000000005,p3.csv
51,point,,0,389.2,291.20000000000005,p3.csv
52,point,,0,401.09999999999997,291.20000000000005,p3.csv
53,point,,0,413,291.9,p3.csv
54,point,,0,426.29999999999995,291.9,p3.csv
55,point,,0,438.9,291.9,p3.csv
