shapeId,shapeType,shapeLabel,pointId,pointX,pointY,source
56,point,,0,452.2,287,p3.csv
57,point,,0,464.79999999999995,287,p3.csv
58,point,,0,478.09999999999997,287,p3.csv
59,point,,0,490.7,287,p3.csv
60,point,,0,501.2,284.20000000000005,p3.csv
61,point,,0,513.1,282.1,p3.csv
62,point,,0,524.3,279.30000000000007,p3.csv
63,point,,0,536.1999999999999,277.20000000000005,p3.csv
64,point,,0,548.0999999999999,275.80000000000007,p3.csv
65,point,,0,560,275.1,p3.csv
66,point,,0,571.9,273.70000000000005,p3.csv
67,point,,0,583.0999999999999,272.30000000000007,p3.csv
68,point,,0,595,270.9,p3.csv
69,point,,0,609,268.1,p3.csv
70,point,,0,620.1999999999999,268.1,p3.csv
71,point,,0,632.0999999999999,263.9,p3.csv
72,point,,0,644,261.1,p3.csv
73,point,,0,655.9,259.70000000000005,p3.csv
74,point,,0,667.0999999999999,259,p3.csv
75,point,,0,679,256.20000000000005,p3.csv
76,point,,0,692.3,254.10000000000002,p3.csv
77,point,,0,702.0999999999999,254.10000000000002,p3.csv
78,point,,0,713.3,251.30000000000007,p3.csv
79,point,,0,723.0999999999999,249.20000000000005,p3.csv
80,point,,0,735.6999999999999,247.10000000000002,p3.csv
81,point,,0,749,247.80000000000007,p3.csv
82,point,,0,660.8,268.80000000000007,p3.csv
83,point,,0,662.9,282.1,p3.csv
84,point,,0,664.3,296.80000000000007,p3.csv
85,point,,0,664.3,310.1,p3.csv
86,point,,0,662.9,324.1,p3.csv
87,point,,0,662.1999999999999,336.69999999999993,p3.csv
88,point,,0,660.8,349.99999999999994,p3.csv
89,point,,0,662.9,363.29999999999995,p3.csv
90,point,,0,662.9,377.99999999999994,p3.csv
91,point,,0,662.9,391.99999999999994,p3.csv
92,point,,0,662.1999999999999,405.99999999999994,p3.csv
93,point,,0,662.1999999999999,417.19999999999993,p3.csv
94,point,,0,662.9,429.79999999999995,p3.csv
95,point,,0,662.1999999999999,445.19999999999993,p3.csv
96,point,,0,662.1999999999999,459.19999999999993,p3.csv
97,point,,0,662.1999999999999,469.69999999999993,p3.csv
98,point,,0,664.3,482.99999999999994,p3.csv
99,point,,0,662.9,494.8999999999999,p3.csv
100,point,,0,664.3,506.79999999999995,p3.csv
101,point,,0,662.9,520.8,p3.csv
102,point,,0,662.9,536.1999999999999,p3.csv
103,point,,0,664.3,550.8999999999999,p3.csv
104,point,,0,662.9,567,p3.csv
105,point,,0,662.1999999999999,580.3,p3.csv
106,point,,0,662.1999999999999,592.1999999999999,p3.csv
107,point,,0,662.9,604.8,p3.csv
108,point,,0,662.1999999999999,618.0999999999999,p3.csv
109,point,,0,662.1999999999999,632.0999999999999,p3.csv
110,point,,0,662.9,644,p3.csv
111,point,,0,662.9,657.3,p3.csv
112,point,,0,662.1999999999999,669.9,p3.csv
113,point,,0,664.3,683.1999999999999,p3.csv
114,point,,0,664.3,695.0999999999999,p3.csv
115,point,,0,662.9,707.6999999999999,p3.csv
116,point,,0,662.9,721,p3.csv
117,point,,0,662.9,735.6999999999999,p3.csv
118,point,,0,662.9,748.3,p3.csv
119,point,,0,662.1999999999999,763,p3.csv
120,point,,0,662.1999999999999,777,p3.csv
121,point,,0,664.3,797.3,p3.csv
122,point,,0,653.8,688.8,p3.csv
123,point,,0,641.9,686.6999999999999,p3.csv
124,point,,0,629.3,688.0999999999999,p3.csv
125,point,,0,616,688.0999999999999,p3.csv
126,point,,0,604.0999999999999,688.0999999999999,p3.csv
127,point,,0,592.1999999999999,688.0999999999999,p3.csv
128,point,,0,580.3,688.0999999999999,p3.csv
129,point,,0,569.0999999999999,688.8,p3.csv
130,point,,0,557.9,688.8,p3.csv
131,point,,0,546.6999999999999,688.8,p3.csv
132,point,,0,534.8,688.0999999999999,p3.csv
133,point,,0,524.3,688.0999999999999,p3.csv
134,point,,0,513.1,688.0999999999999,p3.csv
135,point,,0,501.9,688.0999999999999,p3.csv
136,point,,0,489.99999999999994,688.8,p3.csv
137,point,,0,478.09999999999997,688.8,p3.csv
138,point,,0,462.7,692.3,p3.csv
139,point,,0,448.7,692.3,p3.csv
140,point,,0,436.09999999999997,693,p3.csv
141,point,,0,424.9,693,p3.csv
142,point,,0,412.29999999999995,693,p3.csv
143,point,,0,398.29999999999995,693,p3.csv
144,point,,0,387.09999999999997,693.6999999999999,p3.csv
145,point,,0,375.9,693.6999999999999,p3.csv
146,point,,0,375.9,693.6999999999999,p3.csv
147,point,,0,364,693.6999999999999,p3.csv
148,point,,0,350.7,697.9,p3.csv
149,point,,0,326.9,611.0999999999999,p3.csv
150,point,,0,314.29999999999995,611.0999999999999,p3.csv
151,point,,0,301.7,611.0999999999999,p3.csv
152,point,,0,287,611.8,p3.csv
153,point,,0,270.9,606.1999999999999,p3.csv
154,point,,0,256.9,606.1999999999999,p3.csv
155,point,,0,256.9,592.9,p3.csv
156,point,,0,256.9,578.8999999999999,p3.csv
157,point,,0,256.9,567,p3.csv
158,point,,0,258.3,555.0999999999999,p3.csv
159,point,,0,245.7,552.3,p3.csv
160,point,,0,231.7,552.3,p3.csv
161,point,,0,219.1,552.3,p3.csv
162,point,,0,207.89999999999998,550.8999999999999,p3.csv
163,point,,0,193.2,552.3,p3.csv
164,point,,0,181.29999999999998,552.3,p3.csv
165,point,,0,170.1,552.3,p3.csv
166,point,,0,158.89999999999998,552.3,p3.csv
167,point,,0,144.2,552.3,p3.csv
168,point,,0,132.29999999999998,553,p3.csv
169,point,,0,119.69999999999999,553,p3.csv
170,point,,0,105.69999999999999,553,p3.csv
171,point,,0,91.69999999999999,550.1999999999999,p3.csv
172,point,,0,674.8,289.80000000000007,
173,point,,0,685.3,289.80000000000007,
174,point,,0,697.1999999999999,289.80000000000007,
175,point,,0,709.8,289.80000000000007,
176,point,,0,711.1999999999999,279.30000000000007,
177,point,,0,709.8,268.1,
178,point,,0,721.6999999999999,289.80000000000007,
